delta_f,delta_tau,mf_solar,final_spin
0.027731643,-0.14772483,63.8,0.64
0.043996165,-0.089716781,63.8,0.64
-0.0065372949,-0.0086822745,63.8,0.64
0.015196282,0.0052289546,63.8,0.64
-0.071614886,0.066778957,63.8,0.64
-0.017834571,-0.00036750294,63.8,0.64
0.024064636,-0.046554541,63.8,0.64
0.010825219,0.062185392,63.8,0.64
0.0056416159,0.04233838,63.8,0.64
0.059518899,0.058605766,63.8,0.64
0.0025077423,0.041759272,63.8,0.64
-0.021662981,0.0038930014,63.8,0.64
0.017466729,-0.10474351,63.8,0.64
0.017381343,-0.08112226,63.8,0.64
-0.023183919,0.090144448,63.8,0.64
0.041223033,-0.011249231,63.8,0.64
0.062303234,-0.11867134,63.8,0.64
-0.0065417852,-0.020155143,63.8,0.64
-0.015040264,0.031962184,63.8,0.64
0.0086647951,0.0030138003,63.8,0.64
0.048548584,-0.011599506,63.8,0.64
-0.0057617417,-0.16087121,63.8,0.64
-0.010751408,-0.020737809,63.8,0.64
-0.0065757197,-0.031591526,63.8,0.64
0.018385644,0.080838919,63.8,0.64
0.017597262,-0.01844678,63.8,0.64
0.0060609146,-0.024107296,63.8,0.64
0.047282076,-0.03893305,63.8,0.64
0.078719778,-0.013803931,63.8,0.64
-0.0061561947,-0.0073709322,63.8,0.64
0.042426188,-0.044134645,63.8,0.64
0.019354819,-0.070794154,63.8,0.64
0.10124959,-0.075488417,63.8,0.64
-0.015181406,-0.018423822,63.8,0.64
0.00089592014,-0.043236097,63.8,0.64
0.014397227,-0.038441317,63.8,0.64
-0.031572037,-0.11881729,63.8,0.64
0.0049147721,-0.069500044,63.8,0.64
0.032632799,-0.12819835,63.8,0.64
-0.0321909,0.027578357,63.8,0.64
0.015068976,0.050355903,63.8,0.64
0.064853854,0.014586935,63.8,0.64
-0.0067449198,-0.030716131,63.8,0.64
-0.015757711,0.0018130312,63.8,0.64
-0.064852654,-0.12372535,63.8,0.64
0.0079227768,-0.099717019,63.8,0.64
-0.037678215,0.03948672,63.8,0.64
0.02792342,-0.078741677,63.8,0.64
0.06057104,-0.013731093,63.8,0.64
0.027933918,-0.057013029,63.8,0.64
-0.012611538,-0.17010947,63.8,0.64
0.030801391,-0.056663162,63.8,0.64
-0.0029707094,0.025392068,63.8,0.64
-0.022756389,0.05037573,63.8,0.64
-0.0038633043,-0.17333388,63.8,0.64
0.018324674,-0.11235209,63.8,0.64
0.00017535215,-0.057206676,63.8,0.64
0.02695578,0.041543528,63.8,0.64
0.075533202,0.064799229,63.8,0.64
0.029529475,0.077357087,63.8,0.64
0.033792449,0.083967277,63.8,0.64
-0.0089087117,-0.04977998,63.8,0.64
0.051050378,-0.071315683,63.8,0.64
0.021675121,0.036391745,63.8,0.64
0.041390964,-0.029652769,63.8,0.64
-0.012318982,-0.023434183,63.8,0.64
0.01804456,-0.040400158,63.8,0.64
-0.05962444,-0.057962259,63.8,0.64
0.00024092811,0.031573477,63.8,0.64
-0.014387351,-0.08566348,63.8,0.64
-0.019271666,-0.1304959,63.8,0.64
0.062976463,-0.051865798,63.8,0.64
-0.035191323,-0.023939036,63.8,0.64
0.0063712319,-0.039898947,63.8,0.64
0.0065790839,-0.03011786,63.8,0.64
0.026775435,-0.13609817,63.8,0.64
0.041121195,-0.067150211,63.8,0.64
-0.037377912,0.033242493,63.8,0.64
-0.0054951273,-0.034627888,63.8,0.64
-0.010387793,-0.065957808,63.8,0.64
0.031663545,0.049778489,63.8,0.64
0.038830497,-0.049340391,63.8,0.64
-0.0016393434,0.020699191,63.8,0.64
-0.005627937,-0.012177182,63.8,0.64
-0.019774112,-0.0037188151,63.8,0.64
0.021591351,0.042046402,63.8,0.64
0.060652013,0.12212827,63.8,0.64
0.021912972,0.05622784,63.8,0.64
-0.010552759,-0.076676764,63.8,0.64
-0.0144791,-0.093187931,63.8,0.64
-0.010889411,-0.045807981,63.8,0.64
-0.038995789,-0.042433582,63.8,0.64
0.062523574,0.02972321,63.8,0.64
0.012645244,-0.019994701,63.8,0.64
0.0004965203,-0.012418937,63.8,0.64
0.077541131,-0.11035934,63.8,0.64
0.017070585,-0.024043823,63.8,0.64
0.054948166,0.018048586,63.8,0.64
0.018553676,0.080706265,63.8,0.64
0.043461127,0.031063656,63.8,0.64
0.012552986,-0.016466824,63.8,0.64
-0.00065508245,-0.095213674,63.8,0.64
0.022695882,-0.020520415,63.8,0.64
0.03188195,-0.017997853,63.8,0.64
0.043064909,-0.024506894,63.8,0.64
0.016386793,-0.012146561,63.8,0.64
0.0028556676,0.0059825999,63.8,0.64
-0.00079616326,0.0016685216,63.8,0.64
0.019607211,0.11219645,63.8,0.64
-0.0042863671,-0.084076887,63.8,0.64
0.00050649928,-0.11844186,63.8,0.64
0.026587452,0.003737224,63.8,0.64
0.027936375,-0.092730285,63.8,0.64
0.025470947,-0.032357466,63.8,0.64
-0.012093971,-0.032322781,63.8,0.64
-0.032964795,-0.080058041,63.8,0.64
0.018566411,0.025938229,63.8,0.64
0.013760728,0.016022679,63.8,0.64
-0.001067601,-0.017099571,63.8,0.64
0.016527688,0.01426391,63.8,0.64
0.03580355,0.033793807,63.8,0.64
0.0042486178,-0.04291346,63.8,0.64
0.022278258,0.014643136,63.8,0.64
-0.019040042,-0.020904694,63.8,0.64
0.0036962999,-0.024832099,63.8,0.64
-0.014645609,-0.056127672,63.8,0.64
-0.033144259,0.071985187,63.8,0.64
0.023320269,-0.0013155298,63.8,0.64
-0.074921117,-0.12535772,63.8,0.64
0.0083638214,0.0056227954,63.8,0.64
0.033577758,-0.17132816,63.8,0.64
0.022206018,-0.0051047221,63.8,0.64
-0.036274434,0.012872385,63.8,0.64
0.017431992,0.062511178,63.8,0.64
-0.044735544,-0.022241938,63.8,0.64
-0.016395265,-0.070990488,63.8,0.64
0.05312569,0.10080111,63.8,0.64
0.014923156,0.039085991,63.8,0.64
0.045460176,0.060571744,63.8,0.64
-0.022781482,-0.045416169,63.8,0.64
-0.052280055,0.0016027189,63.8,0.64
-0.012396854,-0.1335503,63.8,0.64
0.048580342,0.012327256,63.8,0.64
0.037794698,-0.14404598,63.8,0.64
0.042233824,-0.078851478,63.8,0.64
0.005705525,-0.11248317,63.8,0.64
0.0074383319,0.043838854,63.8,0.64
0.0040869354,0.029917599,63.8,0.64
0.097190104,-0.041630531,63.8,0.64
0.012815969,0.050477708,63.8,0.64
0.063209362,-0.0086711366,63.8,0.64
0.0049136927,-0.14361988,63.8,0.64
0.051635905,-0.038944544,63.8,0.64
-0.022256663,-0.13371196,63.8,0.64
-0.004807689,-0.022735835,63.8,0.64
0.020990702,-0.00036300073,63.8,0.64
-0.0068294845,-0.071698212,63.8,0.64
-0.0019270226,0.021880602,63.8,0.64
0.0055622541,0.037907829,63.8,0.64
-0.0058389982,-0.080775219,63.8,0.64
0.057015888,0.019312387,63.8,0.64
0.044442734,-0.023098646,63.8,0.64
-0.031571459,-0.049237637,63.8,0.64
0.061942545,0.08712043,63.8,0.64
0.0093482382,-0.066354007,63.8,0.64
0.0096061416,-0.045435848,63.8,0.64
0.0055582618,-0.028824901,63.8,0.64
0.036798891,0.015603154,63.8,0.64
0.031949484,0.026786452,63.8,0.64
-0.0051323136,-0.083235134,63.8,0.64
0.012154192,0.058567345,63.8,0.64
-0.028680671,0.0781124,63.8,0.64
0.066374027,0.10801362,63.8,0.64
-0.01493774,-0.018661838,63.8,0.64
-0.015992251,-0.059263175,63.8,0.64
-0.010838857,-0.0918865,63.8,0.64
0.01489923,-0.0017877754,63.8,0.64
0.033265391,-0.023350761,63.8,0.64
9.9518494e-05,-0.029025642,63.8,0.64
0.011564642,-0.060444288,63.8,0.64
0.00059229776,-0.15795392,63.8,0.64
0.049545389,-0.032870342,63.8,0.64
0.017711222,-0.032288132,63.8,0.64
-0.040099438,-0.055496854,63.8,0.64
0.05520405,-0.099337784,63.8,0.64
0.0209823,-0.037685858,63.8,0.64
0.068806592,-0.020574643,63.8,0.64
-0.0074742073,-0.094500186,63.8,0.64
-0.0039529156,0.012499847,63.8,0.64
0.0056930487,-0.026273835,63.8,0.64
-0.031266047,-0.02340841,63.8,0.64
-0.00013457879,-0.0015580903,63.8,0.64
0.048737741,-0.03053954,63.8,0.64
0.032070429,-0.023392701,63.8,0.64
-0.061273724,-0.0055009121,63.8,0.64
0.049708435,0.030460602,63.8,0.64
0.021846344,0.032866477,63.8,0.64
0.035687897,-0.028993862,63.8,0.64
0.012308509,0.023587521,63.8,0.64
0.016799645,0.046922639,63.8,0.64
0.012793501,-0.10647902,63.8,0.64
0.012633141,-0.046784067,63.8,0.64
-0.020047804,-0.030347794,63.8,0.64
0.042396338,-0.016180375,63.8,0.64
0.017611675,0.086458545,63.8,0.64
0.022672498,0.050873052,63.8,0.64
0.021486026,-0.028437305,63.8,0.64
0.0019407921,-0.031042909,63.8,0.64
0.0093121565,-0.10643582,63.8,0.64
-0.029082619,-0.089354151,63.8,0.64
0.018972884,0.059880664,63.8,0.64
0.019438338,-0.12384251,63.8,0.64
0.0038551444,0.014068664,63.8,0.64
-0.040502118,-0.074660022,63.8,0.64
0.051231759,-0.032479371,63.8,0.64
0.005902294,-0.029085257,63.8,0.64
0.010500904,0.087674576,63.8,0.64
0.0017396479,-0.0033905682,63.8,0.64
-0.0068118107,0.0050908981,63.8,0.64
-0.0010767742,0.036786293,63.8,0.64
-0.022321888,-0.16134895,63.8,0.64
-0.0064475443,0.087048635,63.8,0.64
0.073035069,-0.10950625,63.8,0.64
0.04658644,-0.05746686,63.8,0.64
0.071223869,0.031998712,63.8,0.64
-0.0075161057,-0.098792234,63.8,0.64
-0.045668486,-0.13736966,63.8,0.64
-0.029831236,0.040554669,63.8,0.64
-0.068060735,-0.05577516,63.8,0.64
0.043682455,0.041868174,63.8,0.64
0.047957986,0.015659005,63.8,0.64
0.014358282,-0.031811432,63.8,0.64
0.02245164,0.083209543,63.8,0.64
0.022190418,-0.033932712,63.8,0.64
0.0076575129,0.099794193,63.8,0.64
0.033048292,-0.069757341,63.8,0.64
-0.019350401,-0.086508634,63.8,0.64
-0.0021380273,-0.064249924,63.8,0.64
0.0066970959,-0.0071781845,63.8,0.64
-0.039991715,-0.098697698,63.8,0.64
-0.019142152,-0.068345807,63.8,0.64
0.024219705,0.068847485,63.8,0.64
0.021509511,-0.0069995471,63.8,0.64
-0.063003976,0.03449852,63.8,0.64
0.038596792,0.0076979227,63.8,0.64
0.021664774,-0.052904147,63.8,0.64
0.034220358,-0.061203063,63.8,0.64
0.0091474935,-0.0089814351,63.8,0.64
0.028742845,-0.011914621,63.8,0.64
-0.0277438,-0.058674713,63.8,0.64
0.0046475999,-0.054400243,63.8,0.64
-0.020882969,0.060898958,63.8,0.64
-0.0044652554,0.039797374,63.8,0.64
0.046308541,0.0055892141,63.8,0.64
0.059961656,-0.03002249,63.8,0.64
0.012126503,-0.044378183,63.8,0.64
-0.0021906006,0.097981385,63.8,0.64
0.034518529,-0.050510857,63.8,0.64
0.024873519,0.12170293,63.8,0.64
0.068672887,-0.047362741,63.8,0.64
0.03001834,-0.104781,63.8,0.64
-0.059187156,0.087456902,63.8,0.64
0.012886954,-0.025871874,63.8,0.64
0.0014027578,0.06997727,63.8,0.64
-0.013031504,0.0020468342,63.8,0.64
0.015164473,-0.03308201,63.8,0.64
0.012821461,0.037272719,63.8,0.64
0.00048539714,-0.039152495,63.8,0.64
0.056285338,0.015539842,63.8,0.64
0.022306517,-0.025755521,63.8,0.64
0.023261364,-0.12262173,63.8,0.64
0.015852252,0.0049876566,63.8,0.64
0.047655649,-0.04417007,63.8,0.64
-0.022296134,-0.034997791,63.8,0.64
0.047361055,0.012143085,63.8,0.64
0.003981046,-0.10604155,63.8,0.64
0.05569789,0.021431761,63.8,0.64
0.053754247,0.023382315,63.8,0.64
0.026046414,0.098215443,63.8,0.64
-0.0025055655,0.026570626,63.8,0.64
0.019555589,0.0021888448,63.8,0.64
0.021735627,-0.056547695,63.8,0.64
-0.032643002,-0.030120642,63.8,0.64
0.0013828954,-0.10628501,63.8,0.64
-0.009837389,-7.0464406e-05,63.8,0.64
0.052250482,-0.023896928,63.8,0.64
0.062093966,-0.031899911,63.8,0.64
-0.010650321,-0.02381955,63.8,0.64
-0.0046768566,0.0034691109,63.8,0.64
-0.028413936,-0.012838725,63.8,0.64
0.018939708,-0.089563036,63.8,0.64
0.035393318,0.063355571,63.8,0.64
0.064806272,-0.0080902601,63.8,0.64
-0.027377159,-0.0085538693,63.8,0.64
0.038930352,-0.01491962,63.8,0.64
0.0066338696,-0.077771655,63.8,0.64
-0.010471977,-0.0094991408,63.8,0.64
0.00065196807,-0.046464514,63.8,0.64
-0.011813031,-0.076282004,63.8,0.64
0.024384864,-0.0110357,63.8,0.64
0.011008482,0.023879183,63.8,0.64
0.046489645,0.022232749,63.8,0.64
-0.0048401248,-0.012926933,63.8,0.64
-0.044993892,-0.068898939,63.8,0.64
-0.018705088,-0.0466132,63.8,0.64
0.021148817,-0.027215167,63.8,0.64
-0.033218353,-0.11492491,63.8,0.64
-0.011564935,0.022223926,63.8,0.64
0.026901384,-0.012728495,63.8,0.64
-0.030148167,-0.1054504,63.8,0.64
0.036076975,0.072660595,63.8,0.64
0.020985522,0.095530781,63.8,0.64
-0.0066260225,-0.10160633,63.8,0.64
0.0095180345,-0.032113498,63.8,0.64
-0.0041126553,-0.074040332,63.8,0.64
-0.0010531137,0.021866891,63.8,0.64
0.0010107304,-0.10498293,63.8,0.64
0.011324383,0.0078542538,63.8,0.64
0.0080761632,0.00079288201,63.8,0.64
-0.011504982,0.039884468,63.8,0.64
-0.018562476,-0.13996145,63.8,0.64
0.072632616,-0.05474332,63.8,0.64
-0.02218326,-0.040442201,63.8,0.64
0.0061665967,0.034251062,63.8,0.64
0.046587017,-0.0091583815,63.8,0.64
0.040346158,0.02870535,63.8,0.64
-0.011010697,0.00096604069,63.8,0.64
0.070670506,-0.06291794,63.8,0.64
0.063506173,-0.0180399,63.8,0.64
0.0013101089,-0.047223508,63.8,0.64
-0.026255274,-0.04784344,63.8,0.64
0.029579811,-0.072451697,63.8,0.64
0.0052654341,0.021936581,63.8,0.64
0.0019675042,-0.0056225971,63.8,0.64
-0.013446041,-0.13989299,63.8,0.64
-0.0071705046,0.018184363,63.8,0.64
0.015594745,-0.054534671,63.8,0.64
0.037597153,-0.10460417,63.8,0.64
-0.051212924,0.037473565,63.8,0.64
-0.060362086,-0.037574016,63.8,0.64
0.039546782,0.0046252916,63.8,0.64
-0.014570366,-0.035326457,63.8,0.64
0.031346462,-0.020263669,63.8,0.64
0.013929187,-0.12887456,63.8,0.64
0.047997444,0.030129758,63.8,0.64
0.03789345,-0.060520745,63.8,0.64
0.0024156747,-0.022997463,63.8,0.64
0.0058868516,-0.028213093,63.8,0.64
0.020269814,-0.077841542,63.8,0.64
0.03294864,-0.092284227,63.8,0.64
-0.0080474993,-0.03508801,63.8,0.64
-0.03467936,0.044358784,63.8,0.64
0.013770594,-0.060707532,63.8,0.64
0.0093888986,-0.058308933,63.8,0.64
0.0060265858,-0.017582325,63.8,0.64
-0.019168436,-0.062670958,63.8,0.64
0.028820356,0.059475454,63.8,0.64
-0.040940982,-0.005031172,63.8,0.64
-0.0037617863,0.1241958,63.8,0.64
0.049407006,-0.0012488145,63.8,0.64
-0.02248588,0.10373932,63.8,0.64
0.023185083,-0.054209736,63.8,0.64
0.024257596,-0.0052506832,63.8,0.64
0.023542473,-0.081967061,63.8,0.64
-0.039330772,-0.054306219,63.8,0.64
0.040998796,-0.033784066,63.8,0.64
0.015088412,0.016264776,63.8,0.64
0.025565194,0.063164984,63.8,0.64
0.019978259,-0.034365754,63.8,0.64
0.012641578,-0.10633853,63.8,0.64
0.047356346,-0.013249436,63.8,0.64
0.053878735,-0.021954655,63.8,0.64
-0.044780957,-0.060490339,63.8,0.64
-0.012418387,0.026381459,63.8,0.64
0.0058756635,0.046549587,63.8,0.64
-0.054048469,-0.074270546,63.8,0.64
0.054724168,-0.0530864,63.8,0.64
-0.01227016,-0.17876179,63.8,0.64
0.027776306,-0.053513577,63.8,0.64
0.017454889,0.031956332,63.8,0.64
0.0044526615,-0.075299042,63.8,0.64
-0.019202597,0.029077949,63.8,0.64
0.00014512527,0.01916295,63.8,0.64
0.013697746,0.018660143,63.8,0.64
0.034480506,0.023981651,63.8,0.64
0.0048902965,-0.024360242,63.8,0.64
-0.00082973707,0.040414192,63.8,0.64
0.0036004374,0.04370537,63.8,0.64
0.049998929,0.010773884,63.8,0.64
0.019718802,-0.018241988,63.8,0.64
-0.0091254657,0.055908902,63.8,0.64
-0.02667239,0.064387725,63.8,0.64
-0.0012334728,-0.057695065,63.8,0.64
-0.016235086,0.027115894,63.8,0.64
-0.0015174064,-0.016360677,63.8,0.64
0.05168462,0.13065736,63.8,0.64
0.031744591,-0.032310183,63.8,0.64
0.017874424,-0.05287452,63.8,0.64
0.02314061,-0.069444267,63.8,0.64
0.062606969,0.047792543,63.8,0.64
-0.022981623,-0.086889339,63.8,0.64
0.024367211,0.024118518,63.8,0.64
0.0049235568,-0.048917982,63.8,0.64
0.01525412,0.064118924,63.8,0.64
0.01321057,0.077346285,63.8,0.64
0.0015574238,0.049373077,63.8,0.64
0.027249106,-0.13018333,63.8,0.64
-0.053593715,-0.11690299,63.8,0.64
0.019676416,-0.17648194,63.8,0.64
0.031335095,0.14456452,63.8,0.64
-0.017498095,-0.058237386,63.8,0.64
-0.018156995,-0.0474308,63.8,0.64
0.068099126,-0.0028276722,63.8,0.64
-0.015752898,0.013768994,63.8,0.64
-0.00024014672,-0.039139937,63.8,0.64
-0.012027615,-0.017726566,63.8,0.64
-0.007220925,-0.021234658,63.8,0.64
-0.0089954528,-0.098951979,63.8,0.64
-0.052011044,0.07875288,63.8,0.64
0.082152928,0.10099578,63.8,0.64
-0.010662858,-0.019506049,63.8,0.64
0.022358886,-0.022460078,63.8,0.64
0.008619929,0.095255239,63.8,0.64
0.051249905,0.13760083,63.8,0.64
0.031669273,-0.009320679,63.8,0.64
0.044714235,0.026320987,63.8,0.64
0.045808769,-0.034154137,63.8,0.64
0.036024284,0.0085258023,63.8,0.64
0.011963293,-0.16920882,63.8,0.64
0.038105685,-0.1454698,63.8,0.64
-0.036562565,0.0012168639,63.8,0.64
0.037442672,-0.022296274,63.8,0.64
0.031826085,0.011784624,63.8,0.64
0.01998984,-0.0095884708,63.8,0.64
-0.028774149,0.012259627,63.8,0.64
0.050718984,0.0074026998,63.8,0.64
-0.0091616713,-0.030181483,63.8,0.64
0.029604714,0.013191411,63.8,0.64
-0.044206291,-0.066455777,63.8,0.64
0.0055816852,0.067986793,63.8,0.64
-0.0083889842,-0.077752493,63.8,0.64
-0.012305087,-0.043928447,63.8,0.64
-0.0089445407,0.034871548,63.8,0.64
0.063875852,-0.026642895,63.8,0.64
0.0098514245,0.042198313,63.8,0.64
0.021023421,0.074531642,63.8,0.64
0.074543434,0.044924894,63.8,0.64
-0.031843553,-0.049754866,63.8,0.64
0.056479899,0.10871174,63.8,0.64
-0.00019847228,0.010653177,63.8,0.64
-0.0078985677,-0.076163898,63.8,0.64
-0.0014018027,0.10397125,63.8,0.64
-0.043166476,-0.014113914,63.8,0.64
-0.034914038,0.013677119,63.8,0.64
-0.023021843,0.033054435,63.8,0.64
-0.0059476272,-0.048403432,63.8,0.64
0.032095631,0.044129308,63.8,0.64
0.043169996,-0.082157495,63.8,0.64
-0.00021933884,-0.075189677,63.8,0.64
0.021850847,-0.035376361,63.8,0.64
0.023742079,0.1196169,63.8,0.64
0.0039175461,0.020813086,63.8,0.64
0.017539823,0.057416458,63.8,0.64
-0.0068645634,-0.043293053,63.8,0.64
0.027285709,0.021749843,63.8,0.64
0.0040043268,-0.14177842,63.8,0.64
0.011874237,-0.028596464,63.8,0.64
0.01830068,0.014228822,63.8,0.64
0.015040195,-0.046589699,63.8,0.64
-0.010683882,-0.13665854,63.8,0.64
-0.02955328,-0.11973029,63.8,0.64
0.0086541081,0.024423206,63.8,0.64
-0.0062535922,0.064030761,63.8,0.64
-0.0051901173,-0.039166591,63.8,0.64
0.0075057744,0.081740765,63.8,0.64
-0.010572236,-0.096031184,63.8,0.64
0.02399076,0.026254121,63.8,0.64
0.022526957,0.0066193446,63.8,0.64
-0.016238357,0.043919848,63.8,0.64
0.021607572,-0.10215028,63.8,0.64
-0.018058301,0.040241156,63.8,0.64
0.03212853,-0.0031553678,63.8,0.64
0.02904237,-0.062638298,63.8,0.64
0.010209667,-0.04207416,63.8,0.64
0.037113077,-0.022557254,63.8,0.64
0.04106163,0.0082603159,63.8,0.64
0.023767637,-0.063647701,63.8,0.64
-0.044232822,-0.078137171,63.8,0.64
0.014428984,-0.0093381531,63.8,0.64
0.016465075,-0.01663228,63.8,0.64
0.034520881,0.019071397,63.8,0.64
-0.0189249,0.032720992,63.8,0.64
0.031459814,-0.12361366,63.8,0.64
0.020944734,-0.019851861,63.8,0.64
0.022546619,-0.0001134548,63.8,0.64
-0.026597936,-0.02139402,63.8,0.64
-0.01541607,-0.086836589,63.8,0.64
0.044159493,0.03242846,63.8,0.64
0.035059529,0.090774043,63.8,0.64
0.0078661909,-0.028526256,63.8,0.64
0.042742977,-0.0589663,63.8,0.64
0.018203197,0.030321146,63.8,0.64
-0.0021091471,-0.019385428,63.8,0.64
-0.036797271,-0.020456296,63.8,0.64
0.040522152,0.0013462435,63.8,0.64
0.0060794086,-0.046662493,63.8,0.64
0.017243608,-0.017873389,63.8,0.64
-0.043346857,-0.072802349,63.8,0.64
-0.005961676,-0.14032561,63.8,0.64
