delta_f,delta_tau,mf_solar,final_spin
0.0080039649,-0.033973527,69.2,0.68
-0.037848713,-0.008655652,69.2,0.68
-0.0021381242,-0.14519256,69.2,0.68
0.014221492,0.050797875,69.2,0.68
-0.012445613,0.056078719,69.2,0.68
0.002931495,0.046971826,69.2,0.68
-0.049212535,-0.041835508,69.2,0.68
-0.025717765,0.081345856,69.2,0.68
0.020648454,-0.029709201,69.2,0.68
-0.034635887,0.046681072,69.2,0.68
0.019513572,-0.00055236175,69.2,0.68
-0.041650799,-0.010406579,69.2,0.68
-0.027221474,-0.015693257,69.2,0.68
-0.032862759,-0.0087656541,69.2,0.68
0.00021437085,0.065926811,69.2,0.68
0.016030797,0.08878385,69.2,0.68
-0.031974235,0.078485943,69.2,0.68
-0.0054441822,0.052577456,69.2,0.68
0.048658554,0.048951953,69.2,0.68
-0.0095217584,0.02432478,69.2,0.68
-0.024474449,0.099886598,69.2,0.68
0.011597371,-0.025106283,69.2,0.68
-0.0067091678,-0.040300363,69.2,0.68
-0.021050724,-0.0022323578,69.2,0.68
-0.053871395,-0.11187677,69.2,0.68
0.024549769,-0.010245942,69.2,0.68
-0.017130987,-0.0078680756,69.2,0.68
2.3565752e-05,-0.062649053,69.2,0.68
-0.031909282,-0.041948465,69.2,0.68
0.039051435,0.048620527,69.2,0.68
0.022436188,-0.010271154,69.2,0.68
0.029426277,0.0095190042,69.2,0.68
-0.0033125606,0.060520903,69.2,0.68
0.014037556,-0.034995522,69.2,0.68
0.026718214,-0.064279012,69.2,0.68
0.030690281,0.0027255688,69.2,0.68
0.0093715017,0.026430544,69.2,0.68
-0.0018571406,-0.11015191,69.2,0.68
-0.010784389,0.036360371,69.2,0.68
-0.02245932,-0.024271704,69.2,0.68
-0.028964367,-0.031552315,69.2,0.68
0.01080104,-0.050452505,69.2,0.68
-0.007336576,-0.013443646,69.2,0.68
-0.059875698,0.045041116,69.2,0.68
-0.0046574285,0.029900879,69.2,0.68
0.031914926,0.054251348,69.2,0.68
-0.008255147,-0.024338791,69.2,0.68
-0.055600078,0.083813896,69.2,0.68
-0.0037302578,0.075193397,69.2,0.68
0.023549236,0.0029262985,69.2,0.68
0.0060599579,-0.15717357,69.2,0.68
-0.012842233,0.00050000697,69.2,0.68
0.055448667,0.1759559,69.2,0.68
0.056998587,0.0075516738,69.2,0.68
-0.002952751,-0.062404106,69.2,0.68
0.024403363,0.10682675,69.2,0.68
0.011774832,-0.035066562,69.2,0.68
0.023443287,0.033937511,69.2,0.68
0.043598146,0.05425985,69.2,0.68
0.024605581,-0.083859217,69.2,0.68
0.0026311603,0.0077979366,69.2,0.68
-0.019605169,0.067396744,69.2,0.68
-0.024356606,-0.024877687,69.2,0.68
-0.00076614517,0.038792245,69.2,0.68
0.034745536,0.0053391864,69.2,0.68
0.0090156261,0.063305968,69.2,0.68
0.0015916994,0.11121184,69.2,0.68
0.0077181457,-0.064638075,69.2,0.68
0.0010722859,-0.01720887,69.2,0.68
0.016417101,0.026777506,69.2,0.68
-0.033688847,-0.044848539,69.2,0.68
-0.05925743,-0.061654249,69.2,0.68
-0.012754501,-0.023536882,69.2,0.68
-0.034472215,-0.023277029,69.2,0.68
0.048454142,-0.02978581,69.2,0.68
-0.0047543058,0.018661428,69.2,0.68
-0.0075862004,0.04687141,69.2,0.68
-0.046144621,0.035487471,69.2,0.68
0.008462581,0.042453909,69.2,0.68
-0.018708364,0.067808685,69.2,0.68
0.033654668,-0.075278741,69.2,0.68
0.025236631,-0.0019492856,69.2,0.68
-0.023276883,0.0066858378,69.2,0.68
0.012321493,0.03401058,69.2,0.68
-0.081672483,-0.1133011,69.2,0.68
-0.020199144,0.1088035,69.2,0.68
0.037386646,-0.045959257,69.2,0.68
0.023706241,0.020585152,69.2,0.68
0.0052602267,0.045290424,69.2,0.68
-0.00087883805,0.065034472,69.2,0.68
-0.042585428,-0.049702631,69.2,0.68
-0.04079899,-0.040668394,69.2,0.68
0.0067023468,0.023612457,69.2,0.68
0.052853383,0.045818224,69.2,0.68
-0.065126695,0.041706652,69.2,0.68
0.018854645,0.00042135202,69.2,0.68
0.018035896,-0.038023796,69.2,0.68
0.028522736,-0.074377109,69.2,0.68
-0.0260774,0.099570805,69.2,0.68
-0.015870212,-0.085576349,69.2,0.68
0.0013705229,0.042346688,69.2,0.68
-0.030826554,0.010638639,69.2,0.68
-0.036878679,0.038487506,69.2,0.68
-0.026500754,0.052090601,69.2,0.68
-0.0021268039,0.080730776,69.2,0.68
0.011221601,-0.0011017339,69.2,0.68
-0.00073781215,0.023860138,69.2,0.68
0.0023178198,-0.11662153,69.2,0.68
-0.020517397,-0.0011775518,69.2,0.68
-0.02162513,-0.058592418,69.2,0.68
0.033618684,-0.0022922307,69.2,0.68
-0.0016444248,0.074156741,69.2,0.68
-0.0024724117,0.0061482218,69.2,0.68
0.028079595,0.071327119,69.2,0.68
0.037156114,-0.0043707495,69.2,0.68
0.038183866,0.031904246,69.2,0.68
0.012176767,-0.022104437,69.2,0.68
-0.0015097566,-0.15278287,69.2,0.68
0.0086795262,-0.040806168,69.2,0.68
0.0053791703,-0.014619233,69.2,0.68
0.041924417,0.018142796,69.2,0.68
0.0087614038,0.0022328496,69.2,0.68
0.01915217,-0.0034119439,69.2,0.68
-0.00083663139,0.057086941,69.2,0.68
0.041131555,0.046121294,69.2,0.68
-0.061584229,-0.035807274,69.2,0.68
0.011415272,0.054995618,69.2,0.68
0.02266172,-0.11424104,69.2,0.68
-0.034773776,-0.023501094,69.2,0.68
0.064509303,0.0044852924,69.2,0.68
-0.0045081066,0.077740667,69.2,0.68
-0.0048349284,-0.032677025,69.2,0.68
-0.032383274,-0.094307018,69.2,0.68
0.026338986,0.016407095,69.2,0.68
0.0067340224,0.10349854,69.2,0.68
-0.017747804,-0.015522223,69.2,0.68
0.0067878841,-0.0039738265,69.2,0.68
0.020585475,-0.0075594201,69.2,0.68
0.036450138,0.011053825,69.2,0.68
0.0064817832,0.080155005,69.2,0.68
-0.028944707,0.11273099,69.2,0.68
-0.016698234,0.025655672,69.2,0.68
-0.068951629,-0.019299304,69.2,0.68
-0.021962464,0.10758549,69.2,0.68
0.022094073,0.011164428,69.2,0.68
0.013971502,0.0075712348,69.2,0.68
-0.0032362815,-0.021274126,69.2,0.68
-0.010243089,-0.020119798,69.2,0.68
0.047536014,0.024831509,69.2,0.68
0.0084672362,-0.014667078,69.2,0.68
0.027286392,0.03144645,69.2,0.68
0.011852147,0.0088005081,69.2,0.68
-0.020081296,0.03026183,69.2,0.68
0.046661069,-0.012616455,69.2,0.68
-0.037144171,-0.018474653,69.2,0.68
-0.035885204,0.0084010399,69.2,0.68
-0.012874485,0.002493541,69.2,0.68
-0.021889797,0.0025955431,69.2,0.68
-0.016724067,0.067826183,69.2,0.68
-0.017998592,-0.066953038,69.2,0.68
0.029604816,-0.10959818,69.2,0.68
0.0016258403,0.044789008,69.2,0.68
0.010557223,-0.011425747,69.2,0.68
-0.047639085,0.072406452,69.2,0.68
-0.02540854,-0.0092317927,69.2,0.68
0.032537108,-0.062672344,69.2,0.68
-0.036114799,0.12535744,69.2,0.68
0.035355927,0.032059652,69.2,0.68
-0.030919976,-0.032366199,69.2,0.68
0.0089765498,-0.042364923,69.2,0.68
-0.025387199,0.029568759,69.2,0.68
0.005898609,-0.038509844,69.2,0.68
-0.026989135,0.018886896,69.2,0.68
-0.0076981629,0.069195774,69.2,0.68
0.050176433,-0.072441226,69.2,0.68
-0.011258089,-0.022787775,69.2,0.68
0.061103843,0.041812217,69.2,0.68
-0.013763802,0.097698892,69.2,0.68
-0.03527309,0.049539403,69.2,0.68
0.002251575,-0.026043021,69.2,0.68
-0.012269706,0.08603501,69.2,0.68
0.052695959,-0.010205788,69.2,0.68
0.025827692,-0.0038368691,69.2,0.68
0.035438219,0.03048146,69.2,0.68
0.018950105,-0.061194895,69.2,0.68
0.074129913,0.19995477,69.2,0.68
0.023829075,0.077296419,69.2,0.68
0.015940586,0.016999298,69.2,0.68
-0.024881958,-0.03844452,69.2,0.68
-0.027279115,-0.074366706,69.2,0.68
0.005527078,0.024023677,69.2,0.68
0.029932145,0.048248365,69.2,0.68
0.033508771,-0.016632244,69.2,0.68
-0.028320016,-0.016794417,69.2,0.68
0.015942201,0.037168274,69.2,0.68
0.0058003799,-0.0019258245,69.2,0.68
-0.033547907,-0.1174838,69.2,0.68
0.015355367,0.04354939,69.2,0.68
-0.068116989,0.0014988058,69.2,0.68
0.0078949064,0.04586232,69.2,0.68
0.074139405,-0.030019421,69.2,0.68
-0.030596556,-0.13315949,69.2,0.68
0.00056257845,-0.074327424,69.2,0.68
-0.056827927,0.0069470747,69.2,0.68
-0.02265005,0.12060541,69.2,0.68
0.022685932,0.14610958,69.2,0.68
-0.03127386,0.012315319,69.2,0.68
-0.0010277443,-0.087281918,69.2,0.68
-0.010655049,-0.021934597,69.2,0.68
-0.011352851,0.024899043,69.2,0.68
0.0057194607,0.027684033,69.2,0.68
0.014531889,0.0089335964,69.2,0.68
0.036908033,0.088052981,69.2,0.68
0.024989119,-0.048617327,69.2,0.68
-0.016948253,-0.1330304,69.2,0.68
0.04244088,-0.043844398,69.2,0.68
0.037448437,-0.061915883,69.2,0.68
-0.046768443,0.12494668,69.2,0.68
0.019956978,-0.0068733051,69.2,0.68
0.024767855,-0.080444934,69.2,0.68
0.028989565,0.043105758,69.2,0.68
0.016415259,0.063973183,69.2,0.68
-0.038915498,-0.0042977088,69.2,0.68
-0.00802903,0.010238978,69.2,0.68
-0.062106197,0.04928182,69.2,0.68
-0.0047367766,0.030213058,69.2,0.68
0.060868279,-0.029528745,69.2,0.68
0.020447127,0.03971181,69.2,0.68
0.025086107,0.061010581,69.2,0.68
-0.015404641,0.017705572,69.2,0.68
-0.030472098,0.046544198,69.2,0.68
-0.032108127,0.028915006,69.2,0.68
0.0037173797,-0.013190789,69.2,0.68
-0.024090476,-0.013385277,69.2,0.68
-0.019129072,0.033227878,69.2,0.68
0.034334869,-0.026124457,69.2,0.68
-0.049227057,0.059471228,69.2,0.68
-0.039420107,0.065442767,69.2,0.68
-0.015310575,-0.12479751,69.2,0.68
-0.0029958265,-0.00460708,69.2,0.68
-0.0038852029,-0.045654485,69.2,0.68
-0.041901152,-0.046264182,69.2,0.68
0.0058142805,0.010020695,69.2,0.68
-0.0038787818,-0.010778718,69.2,0.68
0.010634373,0.036163873,69.2,0.68
-0.032486179,0.012941005,69.2,0.68
0.007348177,0.023836704,69.2,0.68
0.0066246237,-0.045530502,69.2,0.68
-0.019812975,-0.024741698,69.2,0.68
-0.0065560545,0.086326431,69.2,0.68
-0.01667997,-0.15198907,69.2,0.68
0.04069143,0.11130565,69.2,0.68
-0.093588259,-0.052274062,69.2,0.68
-0.043430151,0.062172409,69.2,0.68
-0.051173562,-0.1658428,69.2,0.68
-0.011343598,-0.027303252,69.2,0.68
-0.020354817,0.046919752,69.2,0.68
-0.012337378,0.0066066755,69.2,0.68
0.021570379,0.065334085,69.2,0.68
-0.048975584,-0.062216171,69.2,0.68
-0.025370809,-0.038577105,69.2,0.68
-0.0066930018,-0.040507214,69.2,0.68
-0.03606655,0.023307703,69.2,0.68
0.01109963,0.03003425,69.2,0.68
0.0098999207,-0.0053089404,69.2,0.68
-0.021313398,-0.020037617,69.2,0.68
-0.053133215,-0.028073679,69.2,0.68
0.048025075,0.014894806,69.2,0.68
0.014132942,-0.054004841,69.2,0.68
0.012712519,-0.00080519169,69.2,0.68
0.0021678144,-0.0081241179,69.2,0.68
-0.000220409,-0.032372303,69.2,0.68
0.02493227,-0.029142183,69.2,0.68
-0.00046816575,0.088608608,69.2,0.68
-0.01892719,-0.040580908,69.2,0.68
0.021285042,0.029048384,69.2,0.68
0.0017908551,0.082499341,69.2,0.68
-0.023174272,0.039852113,69.2,0.68
-0.027187173,-0.0041640947,69.2,0.68
0.034964378,0.067880834,69.2,0.68
0.018931422,-0.081686337,69.2,0.68
0.059265557,-0.061934339,69.2,0.68
-0.015799656,-0.026886632,69.2,0.68
-0.022306218,-0.017614554,69.2,0.68
0.012116717,-0.0032530688,69.2,0.68
0.041382206,0.12112146,69.2,0.68
0.017902572,0.10492028,69.2,0.68
0.012994592,0.00037179803,69.2,0.68
0.056609642,0.026686144,69.2,0.68
-0.022301728,-0.058839888,69.2,0.68
-0.037438471,0.011700926,69.2,0.68
-0.022338549,-0.084957226,69.2,0.68
-0.0095057097,0.082117815,69.2,0.68
0.011200539,-0.028853556,69.2,0.68
0.030658811,0.039632921,69.2,0.68
0.012168292,-0.075894849,69.2,0.68
0.045699412,0.092662369,69.2,0.68
-0.024825244,0.031761464,69.2,0.68
0.057164864,0.1290523,69.2,0.68
-0.024360651,-0.00074363723,69.2,0.68
0.035122087,-0.090132049,69.2,0.68
-0.028135289,-0.05264639,69.2,0.68
0.01029801,-0.073239434,69.2,0.68
0.0015269523,0.095039455,69.2,0.68
0.015526789,-0.034336751,69.2,0.68
0.022542743,-0.040616764,69.2,0.68
-0.0063959751,0.034487056,69.2,0.68
-0.0020047103,0.015614471,69.2,0.68
0.0071733515,0.031033426,69.2,0.68
-0.039150244,-0.03791875,69.2,0.68
-0.021937093,-0.12424971,69.2,0.68
-0.048732205,-0.09127126,69.2,0.68
0.00015751529,-0.13170096,69.2,0.68
0.066664709,0.090202019,69.2,0.68
0.022239277,0.059090555,69.2,0.68
-0.025962891,-0.027612612,69.2,0.68
-0.021230541,0.033223533,69.2,0.68
0.029276963,0.046296419,69.2,0.68
-0.014232281,0.035374506,69.2,0.68
-0.048254461,0.022326412,69.2,0.68
-0.030687467,0.046961885,69.2,0.68
-0.031627693,-0.0013335501,69.2,0.68
-0.030641961,-0.13931366,69.2,0.68
0.020278525,-0.16197317,69.2,0.68
0.0021210862,0.076392169,69.2,0.68
-0.044659184,0.026978718,69.2,0.68
-0.01619391,-0.15402425,69.2,0.68
-0.034149631,0.0037059171,69.2,0.68
-0.036252616,-0.059923838,69.2,0.68
-0.045200247,-0.04186427,69.2,0.68
0.052414861,-0.14573143,69.2,0.68
-0.0092198856,0.044538545,69.2,0.68
0.017286918,-0.0015452074,69.2,0.68
0.02606231,0.054319298,69.2,0.68
-0.01152815,0.063150182,69.2,0.68
0.016047586,0.080695286,69.2,0.68
0.016218476,0.10233196,69.2,0.68
0.0066736956,0.018968135,69.2,0.68
0.065085964,0.026163217,69.2,0.68
0.0085178431,-0.036567439,69.2,0.68
-0.0068547154,0.030482711,69.2,0.68
0.019384934,-0.010355707,69.2,0.68
0.053338906,-0.059929537,69.2,0.68
0.02982924,0.078266414,69.2,0.68
-0.014348997,0.040202964,69.2,0.68
-0.025762937,-0.16632896,69.2,0.68
-0.027925509,-0.11750073,69.2,0.68
-0.019856981,-0.017017456,69.2,0.68
0.011595027,-0.078247817,69.2,0.68
0.025379649,0.079258764,69.2,0.68
-0.068098436,-0.0022476083,69.2,0.68
-0.00056004496,0.034699723,69.2,0.68
-0.033150566,0.050434995,69.2,0.68
0.020486992,0.085475565,69.2,0.68
0.027435555,-0.010412008,69.2,0.68
-0.023350563,0.033812514,69.2,0.68
-0.013482696,0.013419075,69.2,0.68
-0.028548559,0.043419482,69.2,0.68
0.011732356,0.036815754,69.2,0.68
-0.048298854,0.077204872,69.2,0.68
-0.033767257,0.026655706,69.2,0.68
-0.020538715,-0.03205044,69.2,0.68
0.036795569,0.01561735,69.2,0.68
0.072074184,-0.053112619,69.2,0.68
0.00059875257,0.020452326,69.2,0.68
-0.036947137,0.084894364,69.2,0.68
0.0022255941,-0.035038251,69.2,0.68
-0.026071488,-0.10394053,69.2,0.68
0.013794587,-0.0010119969,69.2,0.68
-0.033411135,-0.03616446,69.2,0.68
-0.011084621,-0.0012312219,69.2,0.68
-0.00042316584,-0.034753262,69.2,0.68
0.015598314,0.008923607,69.2,0.68
-0.0023066548,-0.060875329,69.2,0.68
0.037976658,0.10246973,69.2,0.68
0.0037269828,-0.011856577,69.2,0.68
-0.054414447,0.021262328,69.2,0.68
0.027721771,0.052567659,69.2,0.68
-0.0087334022,-0.0098595013,69.2,0.68
-0.020092867,0.024452935,69.2,0.68
0.04523054,-0.0047478654,69.2,0.68
-0.029808186,-0.031828068,69.2,0.68
0.0021800231,-0.011928033,69.2,0.68
-0.021389235,0.026380805,69.2,0.68
0.040572868,-0.067269872,69.2,0.68
-0.010920519,-0.055761957,69.2,0.68
0.0070709843,-0.045914141,69.2,0.68
-0.041768539,-0.041358314,69.2,0.68
0.04304202,0.07965355,69.2,0.68
-0.032085613,-0.0071156314,69.2,0.68
0.02731378,-0.011804015,69.2,0.68
0.033411168,0.01660568,69.2,0.68
0.036969461,0.072620673,69.2,0.68
0.054423384,-0.033042412,69.2,0.68
-0.035122141,0.056018855,69.2,0.68
0.012059465,-0.13678461,69.2,0.68
0.0041390895,-0.051279433,69.2,0.68
0.012597465,0.092950496,69.2,0.68
0.032949586,0.10196971,69.2,0.68
0.003280853,0.014006469,69.2,0.68
-0.024507576,-0.028740727,69.2,0.68
-0.002917589,0.051054761,69.2,0.68
0.046177093,-0.013495503,69.2,0.68
-0.035369624,0.088287344,69.2,0.68
0.0023905274,0.073940828,69.2,0.68
-0.02943902,0.042692135,69.2,0.68
0.033263382,-0.041889364,69.2,0.68
-0.049453459,0.051133592,69.2,0.68
-0.010232594,-0.014586887,69.2,0.68
-0.003725849,-0.012263275,69.2,0.68
0.0035074722,-0.022098474,69.2,0.68
0.070836561,0.0097332603,69.2,0.68
0.046655063,0.042235208,69.2,0.68
-0.030895782,0.047715123,69.2,0.68
0.064782134,0.06701433,69.2,0.68
-0.035776003,0.20056335,69.2,0.68
-0.056126715,-0.028595153,69.2,0.68
-0.044954462,0.064250333,69.2,0.68
0.0061035141,-0.035227765,69.2,0.68
0.016045818,-0.0049264507,69.2,0.68
-0.066332576,-0.0796919,69.2,0.68
0.013079226,0.079317736,69.2,0.68
-0.0080115651,0.017915749,69.2,0.68
0.021191686,0.0160423,69.2,0.68
-0.011538204,-0.0053537855,69.2,0.68
0.027002451,0.065126884,69.2,0.68
0.016930354,-0.02246752,69.2,0.68
-0.03517935,0.021321518,69.2,0.68
0.04336776,0.16478037,69.2,0.68
0.0063728139,-0.002910844,69.2,0.68
0.021901465,-0.028801369,69.2,0.68
0.037853158,-0.04890428,69.2,0.68
-0.02924275,0.047767904,69.2,0.68
-0.0025421163,0.0082282186,69.2,0.68
-0.024650939,-0.045593744,69.2,0.68
-0.028271182,-0.051105611,69.2,0.68
0.0079793864,0.0081678377,69.2,0.68
0.010193733,-0.053540941,69.2,0.68
0.039942105,0.13926832,69.2,0.68
0.041566219,0.0015395704,69.2,0.68
-0.0006407491,-0.0060502929,69.2,0.68
-0.025111942,-0.0057181678,69.2,0.68
0.096020682,-0.085180673,69.2,0.68
0.064436473,-0.069679626,69.2,0.68
-0.0031999432,-0.017613864,69.2,0.68
-0.027904648,-0.002196642,69.2,0.68
-0.012710231,-0.072308338,69.2,0.68
0.0084288314,0.10881977,69.2,0.68
0.033946537,0.03922518,69.2,0.68
0.029081497,0.088668855,69.2,0.68
0.013062456,0.078182307,69.2,0.68
-0.0074137719,-0.010056099,69.2,0.68
0.0050455562,0.15284508,69.2,0.68
-0.0093187361,0.01054579,69.2,0.68
0.0021280079,-0.10826439,69.2,0.68
-0.0031011691,-0.13643485,69.2,0.68
0.015759758,0.0083249617,69.2,0.68
-0.056480311,0.046241622,69.2,0.68
-0.01037034,0.0072068404,69.2,0.68
-0.008739276,0.10781876,69.2,0.68
-0.03391915,-0.019801258,69.2,0.68
-0.0051817403,0.038030433,69.2,0.68
-0.03160627,0.043013614,69.2,0.68
-0.019936594,-0.061000776,69.2,0.68
-0.0086904599,0.021800406,69.2,0.68
-0.007595153,0.025496091,69.2,0.68
-0.017213495,0.067506629,69.2,0.68
0.033104239,0.084539689,69.2,0.68
0.0060349526,0.065516512,69.2,0.68
0.0096705427,-0.038899387,69.2,0.68
0.0069927827,0.050545298,69.2,0.68
-0.020041957,0.065445767,69.2,0.68
-0.02649657,0.0017234985,69.2,0.68
0.025189191,0.055071555,69.2,0.68
-0.010592337,0.049016101,69.2,0.68
-0.053134124,0.065357393,69.2,0.68
-0.065963613,-0.0038152587,69.2,0.68
0.0066528055,0.03473797,69.2,0.68
-0.022112316,0.01211946,69.2,0.68
-0.0020275156,0.0082227338,69.2,0.68
-0.016417625,-0.035645017,69.2,0.68
-0.012222439,-0.017990521,69.2,0.68
-0.0051821286,-0.06392994,69.2,0.68
-0.037422221,-0.0148647,69.2,0.68
-0.00056287258,0.045647727,69.2,0.68
0.029583708,0.047478617,69.2,0.68
0.020870228,0.053449662,69.2,0.68
-0.052188739,-0.012855167,69.2,0.68
-0.040249082,0.079750123,69.2,0.68
-0.039984792,-0.03119414,69.2,0.68
-0.0074420645,0.048779316,69.2,0.68
0.025645044,0.034400599,69.2,0.68
0.0096895302,-0.038638387,69.2,0.68
-0.052609285,-0.048620001,69.2,0.68
0.001646566,0.04936375,69.2,0.68
0.024222348,0.011325068,69.2,0.68
-0.013470419,0.017825797,69.2,0.68
0.057125391,0.20015216,69.2,0.68
-0.019544049,0.034348979,69.2,0.68
0.035174469,0.018596349,69.2,0.68
0.070536806,0.062601203,69.2,0.68
-0.038292708,-0.039280723,69.2,0.68
-0.0097105986,-0.0080471732,69.2,0.68
0.017240886,0.034550056,69.2,0.68
0.096342529,-0.025264128,69.2,0.68
-0.053653966,-0.008108219,69.2,0.68
0.016981507,-0.0032053005,69.2,0.68
0.0085438904,0.012730193,69.2,0.68
-0.012671284,-0.10391743,69.2,0.68
-0.025045573,0.1058092,69.2,0.68
-0.015777486,-0.003818075,69.2,0.68
-0.0090916102,0.035692322,69.2,0.68
-0.038095785,-0.065136201,69.2,0.68
0.047264553,-0.06426665,69.2,0.68
-0.033253503,-0.00047273671,69.2,0.68
-0.012825581,-0.017290198,69.2,0.68
-0.019844432,0.039636619,69.2,0.68
-0.012397618,-0.053204554,69.2,0.68
0.0027893378,-0.053831057,69.2,0.68
-0.022727912,0.020080783,69.2,0.68
-0.0070838973,0.045159014,69.2,0.68
0.051733813,0.070290969,69.2,0.68
0.03168601,0.0091646517,69.2,0.68
-0.00864087,0.018669364,69.2,0.68
0.027215328,-0.03759462,69.2,0.68
-0.023054822,0.078997148,69.2,0.68
0.0067779372,0.074361874,69.2,0.68
-0.042856274,0.062497852,69.2,0.68
-0.03432356,-0.09845336,69.2,0.68
-0.025996692,0.052111225,69.2,0.68
0.037126072,-0.031838425,69.2,0.68
0.006920741,0.035379236,69.2,0.68
0.016432891,0.033477561,69.2,0.68
0.0045495878,0.078446495,69.2,0.68
0.011007001,-0.0048276609,69.2,0.68
0.012584368,-0.013664113,69.2,0.68
0.022959636,-0.051541293,69.2,0.68
0.0048377004,-0.065819112,69.2,0.68
-0.027481045,0.033471815,69.2,0.68
-0.02372757,-0.055021507,69.2,0.68
0.036425193,0.051550658,69.2,0.68
0.042354103,-0.010350643,69.2,0.68
